GWE;Wejherowo;Pomerania;http://en.wikipedia.org/wiki/Wejherowo
SB;Bielsko-Biała (town);Upper Silesia;http://en.wikipedia.org/wiki/Bielsko-Bia%C5%82a
SBEędzin;Będzin;Upper Silesia;http://en.wikipedia.org/wiki/B%C4%99dzin
SBI;Bielsko-Biała (district);Upper Silesia;http://en.wikipedia.org/wiki/Bielsko-Bia%C5%82a
SBL;Bieruń -;Upper Silesia;http://en.wikipedia.org/wiki/Bieru%C5%84
SBL;Lędziny;Upper Silesia;http://en.wikipedia.org/wiki/L%C4%99dziny
SC;Częstochowa (town);Upper Silesia;http://en.wikipedia.org/wiki/Cz%C4%99stochowa
SCI;Cieszyn;Upper Silesia;http://en.wikipedia.org/wiki/Cieszyn
SCZ;Częstochowa (district);Upper Silesia;http://en.wikipedia.org/wiki/Cz%C4%99stochowa
SD;Dąbrowa Górnicza;Upper Silesia;http://en.wikipedia.org/wiki/D%C4%85browa_G%C3%B3rnicza
SG;Gliwice (town);Upper Silesia;http://en.wikipedia.org/wiki/Gliwice
SGL;Gliwice (district);Upper Silesia;http://en.wikipedia.org/wiki/Gliwice
SH;Chorzów;Upper Silesia;http://en.wikipedia.org/wiki/Chorz%C3%B3w
SI;Siemianowice Śląskie;Upper Silesia;http://en.wikipedia.org/wiki/Siemianowice_%C5%9Al%C4%85skie
SJ;Jaworzno;Upper Silesia;http://en.wikipedia.org/wiki/Jaworzno
SJZ;Jastrzębie-Zdrój;Upper Silesia;http://en.wikipedia.org/wiki/Jastrz%C4%99bie-Zdr%C3%B3j
SK;Katowice;Upper Silesia;http://en.wikipedia.org/wiki/Katowice
SKL;Kłobuck;Upper Silesia;http://en.wikipedia.org/wiki/K%C5%82obuck
SL;Ruda Śląska;Upper Silesia;http://en.wikipedia.org/wiki/Ruda_%C5%9Al%C4%85ska
SLU;Lubliniec;Upper Silesia;http://en.wikipedia.org/wiki/Lubliniec
SM;Mysłowice;Upper Silesia;http://en.wikipedia.org/wiki/Mys%C5%82owice
SMI;Mikołów;Upper Silesia;http://en.wikipedia.org/wiki/Miko%C5%82%C3%B3w
SMY;Myszków;Upper Silesia;http://en.wikipedia.org/wiki/Myszk%C3%B3w
SO;Sosnowiec;Upper Silesia;http://en.wikipedia.org/wiki/Sosnowiec
SPI;Piekary Śląskie;Upper Silesia;http://en.wikipedia.org/wiki/Piekary_%C5%9Al%C4%85skie
SPS;Pszczyna;Upper Silesia;http://en.wikipedia.org/wiki/Pszczyna
SR;Rybnik (town);Upper Silesia;http://en.wikipedia.org/wiki/Rybnik
SRB;Rybnik (district);Upper Silesia;http://en.wikipedia.org/wiki/Rybnik
SRC;Racibórz;Upper Silesia;http://en.wikipedia.org/wiki/Racib%C3%B3rz
SL;Ruda Śląska;Upper Silesia;http://en.wikipedia.org/wiki/Ruda_%C5%9Al%C4%85ska
ST;Tychy (town);Upper Silesia;http://en.wikipedia.org/wiki/Tychy
SBL;Tychy (district);Upper Silesia;http://en.wikipedia.org/wiki/Tychy
STA;Tarnowskie Góry;Upper Silesia;http://en.wikipedia.org/wiki/Tarnowskie_G%C3%B3ry
SW;Świętochłowice;Upper Silesia;http://en.wikipedia.org/wiki/%C5%9Awi%C4%99toch%C5%82owice
SWD;Wodzisław Śląski;Upper Silesia;http://en.wikipedia.org/wiki/Wodzis%C5%82aw_%C5%9Al%C4%85ski
SY;Bytom;Upper Silesia;http://en.wikipedia.org/wiki/Bytom
SZ;Zabrze;Upper Silesia;http://en.wikipedia.org/wiki/Zabrze
SZA;Zawiercie;Upper Silesia;http://en.wikipedia.org/wiki/Zawiercie
SZO;Żory;Upper Silesia;http://en.wikipedia.org/wiki/%C5%BBory
SZY;Żywiec;Upper Silesia;http://en.wikipedia.org/wiki/%C5%BBywiec
TBU;Busko-Zdrój;Świętokrzyskie;http://en.wikipedia.org/wiki/Busko-Zdr%C3%B3j
TJE;Jędrzejów;Świętokrzyskie;http://en.wikipedia.org/wiki/J%C4%99drzej%C3%B3w
TK;Kielce (town);Świętokrzyskie;http://en.wikipedia.org/wiki/Kielce
TKA;Kazimierza Wielka;Świętokrzyskie;http://en.wikipedia.org/wiki/Kazimierza_Wielka
TKI;Kielce (district);Świętokrzyskie;http://en.wikipedia.org/wiki/Kielce
TKN;Końskie;Świętokrzyskie;http://en.wikipedia.org/wiki/Ko%C5%84skie
TLW;Włoszczowa;Świętokrzyskie;http://en.wikipedia.org/wiki/W%C5%82oszczowa
TOP;Opatów;Świętokrzyskie;http://en.wikipedia.org/wiki/Opat%C3%B3w
TOS;Ostrowiec Świętokrzyski;Świętokrzyskie;http://en.wikipedia.org/wiki/Ostrowiec_%C5%9Awi%C4%99tokrzyski
TPI;Pińczów;Świętokrzyskie;http://en.wikipedia.org/wiki/Pi%C5%84cz%C3%B3w
TSA;Sandomierz;Świętokrzyskie;http://en.wikipedia.org/wiki/Sandomierz
TSK;Skarżysko-Kamienna;Świętokrzyskie;http://en.wikipedia.org/wiki/Skar%C5%BCysko-Kamienna
TST;Starachowice;Świętokrzyskie;http://en.wikipedia.org/wiki/Starachowice
TSZ;Staszów;Świętokrzyskie;http://en.wikipedia.org/wiki/Stasz%C3%B3w
NBA;Bartoszyce;Warmia-Masuria;http://en.wikipedia.org/wiki/Bartoszyce
NBR;Braniewo;Warmia-Masuria;http://en.wikipedia.org/wiki/Braniewo
NDZ;Działdowo;Warmia-Masuria;http://en.wikipedia.org/wiki/Dzia%C5%82dowo
NE;Elbląg (town);Warmia-Masuria;http://en.wikipedia.org/wiki/Elbl%C4%85g
NEB;Elbląg (district);Warmia-Masuria;http://en.wikipedia.org/wiki/Elbl%C4%85g
NEL;Ełk;Warmia-Masuria;http://en.wikipedia.org/wiki/E%C5%82k
NGI;Giżycko;Warmia-Masuria;http://en.wikipedia.org/wiki/Gi%C5%BCycko
NGO;Gołdap;Warmia-Masuria;http://en.wikipedia.org/wiki/Go%C5%82dap
NIL;Iława;Warmia-Masuria;http://en.wikipedia.org/wiki/I%C5%82awa
NKE;Kętrzyn;Warmia-Masuria;http://en.wikipedia.org/wiki/K%C4%99trzyn
NLI;Lidzbark Warmiński;Warmia-Masuria;http://en.wikipedia.org/wiki/Lidzbark_Warmi%C5%84ski
NMR;Mrągowo;Warmia-Masuria;http://en.wikipedia.org/wiki/Mr%C4%85gowo
NNI;Nidzica;Warmia-Masuria;http://en.wikipedia.org/wiki/Nidzica
NNM;Nowe Miasto Lubawskie;Warmia-Masuria;http://en.wikipedia.org/wiki/Nowe_Miasto_Lubawskie
NO;Olsztyn (town);Warmia-Masuria;http://en.wikipedia.org/wiki/Olsztyn
NOE;Olecko;Warmia-Masuria;http://en.wikipedia.org/wiki/Olecko
NOG;Olecko;Warmia-Masuria;http://en.wikipedia.org/wiki/Olecko
NOG;Gołdap;Warmia-Masuria;http://en.wikipedia.org/wiki/Go%C5%82dap
NOL;Olsztyn (district);Warmia-Masuria;http://en.wikipedia.org/wiki/Olsztyn
NOS;Ostróda;Warmia-Masuria;http://en.wikipedia.org/wiki/Ostr%C3%B3da
NPI;Pisz;Warmia-Masuria;http://en.wikipedia.org/wiki/Pisz
NSZ;Szczytno;Warmia-Masuria;http://en.wikipedia.org/wiki/Szczytno
NWE;Węgorzewo;Warmia-Masuria;http://en.wikipedia.org/wiki/W%C4%99gorzewo
PCH;Chodzież;Greater Poland;http://en.wikipedia.org/wiki/Chodzie%C5%BC
PCT;Czarnków;Greater Poland;http://en.wikipedia.org/wiki/Czarnk%C3%B3w
PCT;Trzcianka;Greater Poland;http://en.wikipedia.org/wiki/Trzcianka
PGN;Gniezno;Greater Poland;http://en.wikipedia.org/wiki/Gniezno
PGO;Grodzisk Wielkopolski;Greater Poland;http://en.wikipedia.org/wiki/Grodzisk_Wielkopolski
PGS;Gostyń;Greater Poland;http://en.wikipedia.org/wiki/Gosty%C5%84
PJA;Jarocin;Greater Poland;http://en.wikipedia.org/wiki/Jarocin
PK;Kalisz (town);Greater Poland;http://en.wikipedia.org/wiki/Kalisz
PKA;Kalisz (district);Greater Poland;http://en.wikipedia.org/wiki/Kalisz
PKE;Kępno;Greater Poland;http://en.wikipedia.org/wiki/K%C4%99pno
PKL;Koło;Greater Poland;http://en.wikipedia.org/wiki/Ko%C5%82o
PKN;Konin (district);Greater Poland;http://en.wikipedia.org/wiki/Konin
PKO;Konin (town);Greater Poland;http://en.wikipedia.org/wiki/Konin
PKR;Krotoszyn;Greater Poland;http://en.wikipedia.org/wiki/Krotoszyn
PKS;Kościan;Greater Poland;http://en.wikipedia.org/wiki/Ko%C5%9Bcian
PL;Leszno (town);Greater Poland;http://en.wikipedia.org/wiki/Leszno
PLE;Leszno (district);Greater Poland;http://en.wikipedia.org/wiki/Leszno
PMI;Międzychód;Greater Poland;http://en.wikipedia.org/wiki/Mi%C4%99dzych%C3%B3d
PN;Konin (town);Greater Poland;http://en.wikipedia.org/wiki/Konin
PNT;Nowy Tomyśl;Greater Poland;http://en.wikipedia.org/wiki/Nowy_Tomy%C5%9Bl
PO;Poznań (town);Greater Poland;http://en.wikipedia.org/wiki/Pozna%C5%84
POB;Oborniki;Greater Poland;http://en.wikipedia.org/wiki/Oborniki
POS;Ostrów Wielkopolski;Greater Poland;http://en.wikipedia.org/wiki/Ostr%C3%B3w_Wielkopolski
POT;Ostrzeszów;Greater Poland;http://en.wikipedia.org/wiki/Ostrzesz%C3%B3w
POZ;Poznań (district);Greater Poland;http://en.wikipedia.org/wiki/Pozna%C5%84
PP;Piła;Greater Poland;http://en.wikipedia.org/wiki/Pi%C5%82a
PPL;Pleszew;Greater Poland;http://en.wikipedia.org/wiki/Pleszew
PRA;Rawicz;Greater Poland;http://en.wikipedia.org/wiki/Rawicz
PSE;Śrem;Greater Poland;http://en.wikipedia.org/wiki/%C5%9Arem,_Poland
PSL;Słupca;Greater Poland;http://en.wikipedia.org/wiki/S%C5%82upca
PSR;Środa Wielkopolska;Greater Poland;http://en.wikipedia.org/wiki/%C5%9Aroda_Wielkopolska
PSZ;Szamotuły;Greater Poland;http://en.wikipedia.org/wiki/Szamotu%C5%82y
PTU;Turek;Greater Poland;http://en.wikipedia.org/wiki/Turek
PWA;Wągrowiec;Greater Poland;http://en.wikipedia.org/wiki/W%C4%85growiec
PWL;Wolsztyn;Greater Poland;http://en.wikipedia.org/wiki/Wolsztyn
PWR;Września;Greater Poland;http://en.wikipedia.org/wiki/Wrze%C5%9Bnia
PZ;Poznań (district);Greater Poland;http://en.wikipedia.org/wiki/Pozna%C5%84
PZL;Złotów;Greater Poland;http://en.wikipedia.org/wiki/Z%C5%82ot%C3%B3w
ZBI;Białogard;West Pomerania;http://en.wikipedia.org/wiki/Bia%C5%82ogard
ZCH;Choszczno;West Pomerania;http://en.wikipedia.org/wiki/Choszczno
ZDR;Drawsko Pomorskie;West Pomerania;http://en.wikipedia.org/wiki/Drawsko_Pomorskie
ZGL;Goleniów;West Pomerania;http://en.wikipedia.org/wiki/Goleni%C3%B3w
ZGR;Gryfino;West Pomerania;http://en.wikipedia.org/wiki/Gryfino
ZGY;Gryfice;West Pomerania;http://en.wikipedia.org/wiki/Gryfice
ZK;Koszalin (town);West Pomerania;http://en.wikipedia.org/wiki/Koszalin
ZKA;Kamień Pomorski;West Pomerania;http://en.wikipedia.org/wiki/Kamie%C5%84_Pomorski
ZKL;Kołobrzeg;West Pomerania;http://en.wikipedia.org/wiki/Ko%C5%82obrzeg
ZKO;Koszalin (district);West Pomerania;http://en.wikipedia.org/wiki/Koszalin
ZLO;Łobez;West Pomerania;http://en.wikipedia.org/wiki/%C5%81obez
ZMY;Myślibórz;West Pomerania;http://en.wikipedia.org/wiki/My%C5%9Blib%C3%B3rz
ZPL;Police (district);West Pomerania;http://en.wikipedia.org/wiki/Police,_Poland
ZPY;Pyrzyce;West Pomerania;http://en.wikipedia.org/wiki/Pyrzyce
ZS;Szczecin;West Pomerania;http://en.wikipedia.org/wiki/Szczecin
ZSD;Świdwin;West Pomerania;http://en.wikipedia.org/wiki/%C5%9Awidwin
ZSL;Sławno;West Pomerania;http://en.wikipedia.org/wiki/S%C5%82awno
ZST;Stargard Szczeciński;West Pomerania;http://en.wikipedia.org/wiki/Stargard_Szczeci%C5%84ski
ZSW;Świnoujście;West Pomerania;http://en.wikipedia.org/wiki/%C5%9Awinouj%C5%9Bcie
ZSZ;Szczecinek;West Pomerania;http://en.wikipedia.org/wiki/Szczecinek
ZWA;Wałcz;West Pomerania;http://en.wikipedia.org/wiki/Wa%C5%82cz
